title,company,company_size,industry,type,salary,company_type,source,experience,education,salary2
招聘数据分析师,北京越铖国际科技有限公司,20-99人,人事/行政/高级管理,全职,8000-12000,民营,斗米,不限,不限,10000.0
数据分析师,北京新东方教育科技（集团）有限公司,,计算机/互联网/信息技术,全职,12000-20000,民营,OFweek人才网,不限,不限,16000.0
数据分析师(新浪),新浪网技术(中国)有限公司,2000-5000人,数据分析师,全职,20000-25000,外商独资/办事处,猎聘,3-5年,本科,22500.0
数据分析师,北京美科思远环境科技有限公司,20-99人,环保/环境科学类,全职,12000-20000,股份制,北极星招聘,不限,硕士,16000.0
助理、临床样本库采样人员、软件工程师、数据库管理工程师、机械设计与结构工程师、Android/iOS应用开发工程师、嵌入式开发工程师、AI算法工程师、统计信息服务、运营管理、绩效管理、卫生政策研究、数据分析、医疗质控助理员、标准化管理专员、物价核算、挂号收费员、档案管理、助理研究员、技师、临床医师、,中国人民解放军总医院（北京市解放军医学院）,,医疗,全职,面议,公立医院,康强医疗人才网,不限,不限,
数据分析师,世纪易联（北京）科技有限公司,,计算机/互联网/信息技术,全职,5000-8000,民营,OFweek人才网,不限,本科,6500.0
BI数据分析师(贝壳找房(北京)科技有限公司),贝壳找房(北京)科技有限公司,1000-2000人,数据分析师,全职,12000-20000,民营,猎聘,5-10年,本科,16000.0
大气源解析数据分析工程师,北京博赛德科技有限公司,20-99人,环保/环境科学类,全职,12000-20000,个人企业,北极星招聘,1-3年,硕士,16000.0
数据分析师,北京陆秦网络科技有限公司,,计算机/互联网/信息技术,全职,8000-12000,民营,OFweek人才网,不限,不限,10000.0
数据分析师-dell公司（北京）,北京易微管理咨询有限公司,,计算机/互联网/信息技术,全职,8000-12000,民营,OFweek人才网,不限,不限,10000.0
数据分析师(国美在线),国美在线电子商务有限公司,2000-5000人,数据分析师,全职,12000-20000,上市公司,猎聘,3-5年,硕士,16000.0
高级数据分析工程师—故障预报方向,金风风电产业集团—客户服务中心,20-99人,质量管理/安全防护类,全职,20000-25000,民营,北极星招聘,3-5年,硕士,22500.0
数据分析师,北京厨芯科技有限公司,,计算机/互联网/信息技术,全职,8000-12000,民营,OFweek人才网,不限,不限,10000.0
数据分析师-呼叫中心方向(优信集团),优舫(北京)信息科技有限公司,5000-10000人,数据分析师,全职,12000-20000,民营,猎聘,3-5年,本科,16000.0
数据分析师(小米),小米科技有限责任公司,10000人以上,数据分析师,全职,20000-25000,民营,猎聘,1-3年,本科,22500.0
质控中心-数据分析高级工程师,金风风电产业集团—客户服务中心,20-99人,质量管理/安全防护类,全职,20000-25000,民营,北极星招聘,3-5年,本科,22500.0
大数据挖掘分析师储干,深圳歌华工艺饰品有限公司,,其它,全职,5000-8000,民营,OFweek人才网,不限,不限,6500.0
数据分析师(炫一下(北京)科技有限公司),分享一下(北京)科技有限公司,500-999人,数据分析师,全职,12000-20000,民营,猎聘,1-3年,本科,16000.0
数据分析师(北京乐纯悠品食品科技有限公司),北京乐纯悠品食品科技有限公司,100-499人,IT/互联网,全职,20000-25000,中外合资/合作,猎聘,3-5年,本科,22500.0
高级数据分析工程师-成本方向,金风风电产业集团—客户服务中心,20-99人,质量管理/安全防护类,全职,20000-25000,民营,北极星招聘,3-5年,硕士,22500.0
数据分析师,北京哈米科技有限公司,,计算机/互联网/信息技术,全职,8000-12000,民营,OFweek人才网,不限,不限,10000.0
数据分析师(北京易点淘网络技术有限公司),北京易点淘网络技术有限公司,1000-2000人,用户运营,全职,12000-20000,民营,猎聘,1-3年,本科,16000.0
数据分析师(睿智合创(北京)科技有限公司),睿智合创(北京)科技有限公司,100-499人,数据分析师,全职,12000-20000,民营,猎聘,3-5年,硕士,16000.0
数据分析师,北京水象科技有限公司,,计算机/互联网/信息技术,全职,8000-12000,民营,OFweek人才网,不限,硕士,10000.0
数据分析师,字节跳动,,计算机/互联网/信息技术,全职,12000-20000,民营,OFweek人才网,不限,不限,16000.0
数据分析师7484(车好多集团),车好多旧机动车经纪(北京)有限公司,10000人以上,数据分析师,全职,12000-20000,民营,猎聘,1-3年,本科,16000.0
BI 数据分析师(北京未来橙网络科技有限公司),北京未来橙网络科技有限公司,100-499人,数据分析师,全职,12000-20000,民营,猎聘,3-5年,本科,16000.0
数据分析师,益博睿信息技术（北京）有限公司,,计算机/互联网/信息技术,全职,12000-20000,外商独资/办事处,OFweek人才网,不限,不限,16000.0
数据分析师（二手车）,汽车之家,1000-9999人,计算机/互联网/信息技术,全职,12000-20000,民营,OFweek人才网,不限,不限,16000.0
数据分析师(京东),北京京东世纪贸易有限公司,10000人以上,财务/人力资源/行政,全职,12000-20000,中外合资/合作,猎聘,3-5年,本科,16000.0
数据分析师（零售创新业务部）(京东),北京京东世纪贸易有限公司,10000人以上,数据分析师,全职,12000-20000,中外合资/合作,猎聘,5-10年,本科,16000.0
地方部 数据分析师,人民网股份有限公司,,计算机/互联网/信息技术,全职,8000-12000,上市公司,OFweek人才网,不限,不限,10000.0
数据分析师,北京融联世纪信息技术有限公司,,计算机/互联网/信息技术,全职,12000-20000,民营,OFweek人才网,不限,不限,16000.0
资深数据分析师(贝壳找房(北京)科技有限公司),贝壳找房(北京)科技有限公司,1000-2000人,数据分析师,全职,25000以上,民营,猎聘,5-10年,本科,25000.0
数据分析师（监察）(贝壳找房(北京)科技有限公司),贝壳找房(北京)科技有限公司,1000-2000人,数据分析师,全职,25000以上,民营,猎聘,5-10年,本科,25000.0
数据分析师（软件工程）,以尧企业发展（上海）有限公司,,计算机/互联网/信息技术,全职,25000以上,民营,OFweek人才网,不限,不限,25000.0
数据分析师,北京银泰精品电子商务有限公司,,计算机/互联网/信息技术,全职,8000-12000,民营,OFweek人才网,不限,不限,10000.0
数据分析师(北京人人云图信息技术有限公司),北京人人云图信息技术有限公司,50-99人,数据分析师,全职,12000-20000,民营,猎聘,1-3年,硕士,16000.0
数据分析师(北京直客通科技有限公司),北京直客通科技有限公司,100-499人,数据分析师,全职,12000-20000,民营,猎聘,1-3年,本科,16000.0
数据分析师,北京美行思远国际教育科技有限公司,,计算机/互联网/信息技术,全职,8000-12000,民营,OFweek人才网,不限,不限,10000.0
数据分析师,北京晶众智慧交通科技股份有限公司,,计算机/互联网/信息技术,全职,5000-8000,民营,OFweek人才网,不限,不限,6500.0
数据分析师(北京纯粹旅行),北京纯粹旅行有限公司,100-499人,数据分析师,全职,12000-20000,民营,猎聘,1-3年,本科,16000.0
数据分析师(北京解客科技有限公司),北京解客科技有限公司,50-99人,数据分析师,全职,12000-20000,外商独资/办事处,猎聘,1-3年,本科,16000.0
数据分析师,第一象限市场咨询（北京）有限公司,,计算机/互联网/信息技术,全职,5000-8000,民营,OFweek人才网,不限,不限,6500.0
数据分析师,北京多彩互动广告有限公司,,计算机/互联网/信息技术,全职,8000-12000,民营,OFweek人才网,不限,不限,10000.0
数据分析师 2名(盛唐科技北京),盛唐科技(北京)有限公司,100-499人,数据分析师,全职,12000-20000,中外合资/合作,猎聘,3-5年,大专,16000.0
数据分析师9263(车好多集团),车好多旧机动车经纪(北京)有限公司,10000人以上,销售/客服/技术支持,全职,12000-20000,民营,猎聘,3-5年,本科,16000.0
数据分析师,北京一猫汽车科技有限公司,,计算机/互联网/信息技术,全职,8000-12000,民营,OFweek人才网,不限,不限,10000.0
诚聘金融数据分析师助理岗位分红五险,北京中天方木教育科技有限公司,,计算机/互联网/信息技术,全职,8000-12000,其它,OFweek人才网,不限,不限,10000.0
R语言数据分析师(北京震元科技有限公司),北京震元科技有限公司,100-499人,算法工程师,全职,12000-20000,民营,猎聘,不限,硕士,16000.0
数据分析师(北京鑫广进燃气设备研究所),北京鑫广进燃气设备研究所,100-499人,数据分析师,全职,12000-20000,民营,猎聘,3-5年,硕士,16000.0
数据分析师,北京九州恒盛电力科技有限公司,,计算机/互联网/信息技术,全职,8000-12000,民营,OFweek人才网,不限,本科,10000.0
数据分析师,诺远征信评级有限公司,,计算机/互联网/信息技术,全职,8000-12000,民营,OFweek人才网,不限,本科,10000.0
金融业务数据分析师(北京瑞泰格科技有限公司),北京瑞泰格科技有限公司,1-49人,企管顾问/专业顾问/策划师,全职,12000-20000,民营,猎聘,1-3年,硕士,16000.0
数据分析师(北京诺信创联科技有限公司),北京诺信创联科技有限公司,50-99人,市场/公关,全职,12000-20000,民营,猎聘,1-3年,本科,16000.0
6k-15k起聘数据分析师助理,北京万向卓迹商贸有限公司,,计算机/互联网/信息技术,全职,8000-12000,中外合资/合作,OFweek人才网,不限,不限,10000.0
数据挖掘分析师,中国移动通信集团北京有限公司,,其它,全职,面议,国企,OFweek人才网,不限,不限,
数据分析师(悦优博迈),北京悦优博迈科技有限公司,1-49人,数据分析师,全职,12000-20000,民营,猎聘,1-3年,本科,16000.0
数据分析师(北京百观科技有限公司),北京百观科技有限公司,1-49人,数据分析师,全职,12000-20000,民营,猎聘,1-3年,本科,16000.0
需求分析师（通信数据）,北京洛神科技有限公司,,其它,全职,8000-12000,民营,OFweek人才网,不限,本科,10000.0
数据分析师(博易智软),博易智软(北京)技术有限公司,100-499人,数据分析师,全职,12000-20000,民营,猎聘,3-5年,大专,16000.0
数据分析师03(北京希为科技有限公司),北京希为科技有限公司,,数据分析师,全职,12000-20000,民营,猎聘,1-3年,本科,16000.0
资深数据分析师-国内全局方向(J190718015)(滴滴),北京嘀嘀无限科技发展有限公司,5000-10000人,数据分析师,全职,12000-20000,外商独资/办事处,猎聘,3-5年,本科,16000.0
数据分析师(海外网传媒有限公司),海外网传媒有限公司,100-499人,数据分析师,全职,8000-12000,国企,猎聘,1-3年,本科,10000.0
农业数据分析师(北京启迪区块链科技发展有限公司),北京启迪区块链科技发展有限公司,100-499人,数据分析师,全职,12000-20000,民营,猎聘,1-3年,本科,16000.0
数据分析师(北京乐信圣文科技有限责任公司),北京乐信圣文科技有限责任公司,100-499人,数据分析师,全职,12000-20000,民营,猎聘,1-3年,本科,16000.0
数据分析师(北京联华永盛投资管理有限公司),北京联华永盛投资管理有限公司,500-999人,数据分析师,全职,12000-20000,民营,猎聘,不限,本科,16000.0
数据分析师(君晟合众(北京)科技有限公司),君晟合众(北京)科技有限公司,100-499人,数据分析师,全职,12000-20000,上市公司,猎聘,3-5年,不限,16000.0
数据分析师(北京音娱时光科技有限公司),北京音娱时光科技有限公司,50-99人,数据分析师,全职,12000-20000,民营,猎聘,1-3年,本科,16000.0
数据分析师(北京亿美软通科技有限公司),北京亿美软通科技有限公司,100-499人,数据分析师,全职,12000-20000,上市公司,猎聘,3-5年,本科,16000.0
数据分析师(易天新动网络),北京易天新动网络科技有限公司,100-499人,IT/互联网,全职,12000-20000,民营,猎聘,1-3年,本科,16000.0
数据分析师(深圳兰宇网络科技有限公司),深圳兰宇网络科技有限公司,100-499人,数据产品经理,全职,12000-20000,民营,猎聘,1-3年,本科,16000.0
数据分析师(中油瑞飞),北京中油瑞飞信息技术有限责任公司,2000-5000人,数据分析师,全职,12000-20000,国企,猎聘,3-5年,本科,16000.0
数据分析师(J10062)(北京启萌教育科技有限公司),北京启萌教育科技有限公司,100-499人,数据分析师,全职,12000-20000,民营,猎聘,3-5年,本科,16000.0
数据分析师-北京(神策网络科技(北京)有限公司),神策网络科技(北京)有限公司,100-499人,咨询/法律/翻译/商标/专利,全职,12000-20000,民营,猎聘,3-5年,本科,16000.0
数据分析师（新零售业务）(宝贝格子(北京)科技有限公司),宝贝格子(北京)科技有限公司,100-499人,数据分析师,全职,12000-20000,上市公司,猎聘,3-5年,本科,16000.0
数据分析师(北京华瑞成业管理顾问有限公司),北京华瑞成业管理顾问有限公司,50-99人,数据分析师,全职,12000-20000,民营,猎聘,3-5年,本科,16000.0
数据分析师(车好多集团),车好多旧机动车经纪(北京)有限公司,10000人以上,数据分析师,全职,20000-25000,民营,猎聘,3-5年,本科,22500.0
数据分析师(中信百信银行股份有限公司),中信百信银行股份有限公司,100-499人,数据分析师,全职,12000-20000,民营,猎聘,不限,本科,16000.0
数据分析师(北京英视睿达科技有限公司),北京英视睿达科技有限公司,100-499人,能源/采掘/化工/环保,全职,12000-20000,民营,猎聘,不限,本科,16000.0
数据分析师(阳光信保公司),阳光信用保证保险股份有限公司,100-499人,数据分析师,全职,面议,民营,猎聘,不限,本科,
数据分析师(北京元海慧诚金融服务外包有限公司),北京元海慧诚金融服务外包有限公司,1000-2000人,数据分析师,全职,12000-20000,民营,猎聘,3-5年,本科,16000.0
数据分析师(北京华来荣信息技术有限公司),北京华来荣信息技术有限公司,50-99人,数据分析师,全职,12000-20000,外商独资/办事处,猎聘,不限,硕士,16000.0
数据分析师(北京汉邦云洲服装服饰有限公司),北京汉邦云洲服装服饰有限公司,,情报信息分析师,全职,8000-12000,民营,猎聘,3-5年,大专,10000.0
数据分析师(北京明日虫洞科技有限公司),北京明日虫洞科技有限公司,50-99人,IT/互联网,全职,12000-20000,民营,猎聘,3-5年,本科,16000.0
数据分析师(北京仕才小筑科技有限公司),北京仕才小筑科技有限公司,,数据分析师,全职,12000-20000,民营,猎聘,3-5年,本科,16000.0
数据分析师13409(车好多集团),车好多旧机动车经纪(北京)有限公司,10000人以上,数据分析师,全职,20000-25000,民营,猎聘,5-10年,不限,22500.0
数据分析师(北京一览科技有限公司),北京一览科技有限公司,100-499人,数据分析师,全职,20000-25000,民营,猎聘,3-5年,本科,22500.0
数据分析师(东软望海科技),望海康信(北京)科技股份公司,1000-2000人,数据分析师,全职,12000-20000,民营,猎聘,5-10年,本科,16000.0
数据分析师(北京艺典网络科技有限公司),北京艺典网络科技有限公司,100-499人,数据分析师,全职,12000-20000,民营,猎聘,3-5年,本科,16000.0
数据分析师(上海冰鉴信息科技有限公司),上海冰鉴信息科技有限公司,100-499人,IT/互联网,全职,12000-20000,民营,猎聘,5-10年,本科,16000.0
数据分析师(广州法老喵网络科技有限公司),广州法老喵网络科技有限公司,500-999人,数据分析师,全职,20000-25000,事业单位,猎聘,5-10年,大专,22500.0
数据分析师9753(车好多集团),车好多旧机动车经纪(北京)有限公司,10000人以上,数据分析师,全职,20000-25000,民营,猎聘,5-10年,本科,22500.0
数据分析师(京东商城),北京京东叁佰陆拾度电子商务有限公司,10000人以上,数据分析师,全职,12000-20000,民营,猎聘,5-10年,本科,16000.0
Data Modeler 数据分析师(益博睿信息技术),益博睿信息技术(北京)有限公司,100-499人,数据分析师,全职,12000-20000,外商独资/办事处,猎聘,1-3年,本科,16000.0
财经数据分析师(北京灵数科技有限公司),北京灵数科技有限公司,1-49人,数据分析师,全职,12000-20000,民营,猎聘,不限,本科,16000.0
数据分析师(滴滴),北京嘀嘀无限科技发展有限公司,5000-10000人,数据分析师,全职,20000-25000,外商独资/办事处,猎聘,3-5年,本科,22500.0
数据分析师(北京沃东天骏信息技术有限公司),北京沃东天骏信息技术有限公司,5000-10000人,数据分析师,全职,20000-25000,上市公司,猎聘,1-3年,本科,22500.0
数据分析师9745(车好多集团),车好多旧机动车经纪(北京)有限公司,10000人以上,销售/客服/技术支持,全职,25000以上,民营,猎聘,3-5年,本科,25000.0
金融数据分析师（金融 二级市场）(投中信息),上海投中信息咨询股份有限公司,100-499人,数据产品经理,全职,25000以上,民营,猎聘,1-3年,本科,25000.0
数据分析师（人力资源方向）(北京尚德在线教育科技有限公司),北京尚德在线教育科技有限公司,10000人以上,数据分析师,全职,12000-20000,上市公司,猎聘,3-5年,本科,16000.0
数据分析师(北京快融保金融信息服务股份有限公司),北京快融保金融信息服务股份有限公司,1-49人,IT/互联网,全职,12000-20000,国企,猎聘,3-5年,大专,16000.0
数据分析师(国内某大型信息技术公司),国内某大型信息技术公司,2000-5000人,数据分析师,全职,12000-20000,国企,猎聘,3-5年,本科,16000.0
数据分析师(马上消费金融股份有限公司),马上消费金融股份有限公司,2000-5000人,能源/采掘/化工/环保,全职,12000-20000,民营,猎聘,1-3年,硕士,16000.0
数据分析师(百度时代网络),百度时代网络技术(北京)有限公司,10000人以上,其他互联网+技术职位,全职,12000-20000,民营,猎聘,3-5年,本科,16000.0
数据分析师(北京天下秀科技股份有限公司),北京天下秀科技股份有限公司,500-999人,数据分析师,全职,12000-20000,中外合资/合作,猎聘,1-3年,本科,16000.0
交通大数据分析师(北京交通发展研究院),北京交通发展研究院,,生产制造/造纸印刷/服装服?汽车设计/制造,全职,12000-20000,民营,猎聘,3-5年,硕士,16000.0
数据分析师(广联达),广联达科技股份有限公司,2000-5000人,数据分析师,全职,20000-25000,上市公司,猎聘,3-5年,本科,22500.0
数据分析师(亚马逊),北京神州祥龙投资管理有限公司,5000-10000人,项目专员/助理,全职,12000-20000,外商独资/办事处,猎聘,3-5年,本科,16000.0
数据分析师(朴新网校),北京美凯达教育科技有限公司,500-999人,数据分析师,全职,12000-20000,民营,猎聘,不限,本科,16000.0
数据分析师(中信银行),中信银行股份有限公司,10000人以上,数据分析师,全职,12000-20000,国企,猎聘,3-5年,本科,16000.0
数据分析师(北京尚德在线教育科技有限公司),北京尚德在线教育科技有限公司,10000人以上,数据分析师,全职,12000-20000,上市公司,猎聘,5-10年,本科,16000.0
数据分析师(360金融),上海淇毓信息科技有限公司,1000-2000人,数据分析师,全职,12000-20000,民营,猎聘,3-5年,本科,16000.0
数据分析师(金恪集团),上海金恪企业管理咨询有限公司,1000-2000人,数据分析师,全职,12000-20000,民营,猎聘,3-5年,本科,16000.0
大数据分析师（GIS方向）(北京零点有数数据科技股份有限公司),北京零点有数数据科技股份有限公司,500-999人,数据分析师,全职,8000-12000,民营,猎聘,不限,本科,10000.0
数据分析师(冰鉴科技),成都冰鉴信息科技有限公司,100-499人,算法工程师,全职,25000以上,民营,猎聘,1-3年,硕士,25000.0
数据分析师（售后部）(小米),小米科技有限责任公司,10000人以上,数据分析师,全职,8000-12000,民营,猎聘,1-3年,本科,10000.0
数据分析师(北京微聚未来科技有限公司),北京微聚未来科技有限公司,500-999人,数据分析师,全职,12000-20000,民营,猎聘,1-3年,本科,16000.0
数据分析师 (MJ000180)(神州数码信息服务股份有限公司),神州数码系统集成服务有限公司,5000-10000人,数据分析师,全职,12000-20000,上市公司,猎聘,3-5年,本科,16000.0
数据分析师(建信融通有限责任公司),建信融通有限责任公司,100-499人,生产制造/造纸印刷/服装服?机械设计/制造/维修,全职,12000-20000,国企,猎聘,3-5年,本科,16000.0
数据分析师(完美),完美世界(北京)软件科技发展有限公司,5000-10000人,数据分析师,全职,12000-20000,外商独资/办事处,猎聘,不限,本科,16000.0
数据分析师(信产集团有限公司),信产集团有限公司,10000人以上,数据分析师,全职,20000-25000,民营,猎聘,3-5年,本科,22500.0
数据分析师(证大向上金融),北京证大向上金融信息服务有限公司,100-499人,金融同业,全职,20000-25000,民营,猎聘,3-5年,本科,22500.0
数据分析师(尚诺科技),尚诺科技(中国)有限公司,500-999人,数据分析师,全职,20000-25000,中外合资/合作,猎聘,3-5年,本科,22500.0
BA-数据分析师(北京圣承方略咨询有限公司),北京圣承方略咨询有限公司,100-499人,数据分析师,全职,20000-25000,民营,猎聘,3-5年,本科,22500.0
数据分析师(联洋国融(北京)科技有限公司),联洋国融(北京)科技有限公司,50-99人,数据分析师,全职,12000-20000,民营,猎聘,1-3年,硕士,16000.0
数据分析师(华壹信融投资管理(北京)有限责任公司),华壹信融投资管理(北京)有限责任公司,100-499人,数据分析师,全职,5000-8000,民营,猎聘,不限,不限,6500.0
数据分析师(人人车),北京善义善美科技有限公司,1000-2000人,数据分析师,全职,12000-20000,民营,猎聘,3-5年,本科,16000.0
数据分析师(微易),杭州微易信息科技有限公司,100-499人,数据分析师,全职,20000-25000,民营,猎聘,3-5年,本科,22500.0
数据分析师(北京航天智造科技发展有限公司),北京航天智造科技发展有限公司,500-999人,数据分析师,全职,12000-20000,国企,猎聘,3-5年,本科,16000.0
数据分析师(北京思维造物信息科技股份有限公司),北京思维造物信息科技股份有限公司,100-499人,数据分析师,全职,25000以上,民营,猎聘,3-5年,本科,25000.0
数据分析师(新浪微博),微梦创科网络科技(中国)有限公司,500-999人,数据分析师,全职,25000以上,民营,猎聘,3-5年,本科,25000.0
数据分析师(银泰网),北京银泰精品电子商务有限公司,500-999人,市场/公关,全职,8000-12000,民营,猎聘,不限,不限,10000.0
数据分析师(J10365)(北京小泽美术培训),北京小泽文化艺术有限公司,500-999人,数据分析师,全职,8000-12000,民营,猎聘,1-3年,大专,10000.0
数据分析师(中科金审(北京)科技有限公司),中科金审(北京)科技有限公司,100-499人,数据分析师,全职,12000-20000,民营,猎聘,3-5年,本科,16000.0
大数据分析师(北京彩智科技有限公司),北京彩智科技有限公司,1-49人,数据分析师,全职,12000-20000,民营,猎聘,5-10年,本科,16000.0
数据分析师(真有两把刷子(北京)科技有限公司),真有两把刷子(北京)科技有限公司,100-499人,数据分析师,全职,20000-25000,民营,猎聘,1-3年,本科,22500.0
数据分析师(北京花牛信息技术有限公司),北京花牛信息技术有限公司,50-99人,数据分析师,全职,25000以上,外商独资/办事处,猎聘,3-5年,本科,25000.0
资深数据分析师(小船出海教育科技(北京)有限公司),小船出海教育科技(北京)有限公司,2000-5000人,数据分析师,全职,12000-20000,中外合资/合作,猎聘,5-10年,本科,16000.0
数据分析师（金融业务）(百融云创科技股份有限公司),百融金融信息服务股份有限公司,500-999人,数据分析师,全职,12000-20000,民营,猎聘,1-3年,本科,16000.0
数据分析师(北京中佳信科技发展有限公司),北京中佳信科技发展有限公司,100-499人,数据分析师,全职,8000-12000,民营,猎聘,1-3年,本科,10000.0
数据分析师(江苏华生基因数据科技股份有限公司),江苏华生基因数据科技股份有限公司,100-499人,数据分析师,全职,12000-20000,民营,猎聘,3-5年,本科,16000.0
数据分析师(时空幻境),时空幻境(北京)科技有限公司,100-499人,数据分析师,全职,25000以上,民营,猎聘,不限,本科,25000.0
大数据分析师(北京大数据研究院),北京大数据研究院,100-499人,数据分析师,全职,8000-12000,事业单位,猎聘,不限,本科,10000.0
数据分析师(北京韩美智恒科技),北京韩美智恒科技有限公司,100-499人,数据分析师,全职,8000-12000,外商独资/办事处,猎聘,1-3年,本科,10000.0
数据分析师(阳光海天集团),北京阳光海天停车管理有限公司,2000-5000人,数据分析师,全职,12000-20000,中外合资/合作,猎聘,5-10年,本科,16000.0
数据分析师（金融行业）(演绎科技),北京演绎科技有限公司,1-49人,行业研究,全职,8000-12000,民营,猎聘,1-3年,本科,10000.0
BI 数据分析师(贝壳找房(北京)科技有限公司),贝壳找房(北京)科技有限公司,1000-2000人,数据分析师,全职,面议,民营,猎聘,3-5年,本科,
数据分析师(贝壳找房(北京)科技有限公司),贝壳找房(北京)科技有限公司,1000-2000人,数据分析师,全职,面议,民营,猎聘,3-5年,本科,
数据分析师(福佑在线),北京福佑在线信息技术有限公司,500-999人,数据分析师,全职,12000-20000,外商独资/办事处,猎聘,3-5年,本科,16000.0
数据分析师-北京(小米),小米科技有限责任公司,10000人以上,数据分析师,全职,面议,民营,猎聘,不限,不限,
高级数据分析师(深圳索信达数据技术有限公司),深圳索信达数据技术有限公司,100-499人,数据分析师,全职,25000以上,外商独资/办事处,猎聘,5-10年,本科,25000.0
数据分析师（金融）(玖富),玖富金科控股集团有限责任公司,1000-2000人,能源/采掘/化工/环保,全职,8000-12000,民营,猎聘,1-3年,本科,10000.0
数据分析师(美团点评),北京三快在线科技有限公司,10000人以上,数据分析师,全职,面议,上市公司,猎聘,3-5年,本科,
数据分析师(北京盛世创先科技股份有限公司),北京盛世创先科技股份有限公司,50-99人,数据分析师,全职,8000-12000,民营,猎聘,不限,本科,10000.0
数据分析师(国广市场调查(北京)有限公司),国广市场调查(北京)有限公司,,数据分析师,全职,5000-8000,民营,猎聘,不限,本科,6500.0
数据分析师(省钱快报),北京九州云动科技有限公司,100-499人,数据分析师,全职,25000以上,民营,猎聘,3-5年,本科,25000.0
数据分析师 (MJ000043)(北京积沙成塔科技有限公司),北京积沙成塔科技有限公司,500-999人,生产制造/造纸印刷/服装服?机械设计/制造/维修,全职,12000-20000,民营,猎聘,1-3年,本科,16000.0
